region_id,time_slot,Time,gap
1,76,2016-01-01 12:48:31,113
1,77,2016-01-01 12:59:51,111
1,78,2016-01-01 13:04:32,104
1,79,2016-01-01 13:10:36,113
1,80,2016-01-01 13:26:28,113
1,81,2016-01-01 13:30:10,91
1,82,2016-01-01 13:46:54,91
1,83,2016-01-01 13:52:55,90
1,84,2016-01-01 14:00:38,96
1,85,2016-01-01 14:14:39,103
1,86,2016-01-01 14:29:38,115
1,87,2016-01-01 14:31:52,106
1,88,2016-01-01 14:45:48,110
1,89,2016-01-01 14:55:39,146
1,90,2016-01-01 15:09:50,176
1,91,2016-01-01 15:12:58,183
1,92,2016-01-01 15:23:39,172
1,93,2016-01-01 15:35:49,97
1,94,2016-01-01 15:44:17,103
1,95,2016-01-01 15:58:51,111
1,96,2016-01-01 16:00:40,133
1,97,2016-01-01 16:15:20,107
1,98,2016-01-01 16:28:09,128
1,99,2016-01-01 16:35:10,120
1,100,2016-01-01 16:42:08,148
1,101,2016-01-01 16:59:29,112
1,102,2016-01-01 17:05:31,150
1,103,2016-01-01 17:17:00,147
1,104,2016-01-01 17:23:27,151
1,105,2016-01-01 17:36:57,163
1,106,2016-01-01 17:49:52,149
1,107,2016-01-01 17:54:40,154
1,108,2016-01-01 18:07:49,182
1,109,2016-01-01 18:14:00,165
1,110,2016-01-01 18:28:07,152
1,111,2016-01-01 18:35:05,126
1,112,2016-01-01 18:46:15,141
1,113,2016-01-01 18:54:20,137
1,114,2016-01-01 19:09:42,112
1,115,2016-01-01 19:15:48,117
1,116,2016-01-01 19:25:32,126
1,117,2016-01-01 19:30:38,115
1,118,2016-01-01 19:47:12,130
1,119,2016-01-01 19:53:42,138
1,120,2016-01-01 20:05:21,123
1,121,2016-01-01 20:13:07,140
1,122,2016-01-01 20:26:06,129
1,123,2016-01-01 20:35:36,147
1,124,2016-01-01 20:49:15,116
1,125,2016-01-01 20:50:09,129
1,126,2016-01-01 21:00:21,146
1,127,2016-01-01 21:10:20,115
1,128,2016-01-01 21:24:41,144
1,129,2016-01-01 21:36:31,147
1,130,2016-01-01 21:49:55,101
1,131,2016-01-01 21:56:29,128
1,132,2016-01-01 22:07:51,210
1,133,2016-01-01 22:10:18,284
1,134,2016-01-01 22:21:47,224
1,135,2016-01-01 22:34:27,113
1,136,2016-01-01 22:48:31,91
1,137,2016-01-01 22:56:24,93
1,138,2016-01-01 23:08:59,69
1,139,2016-01-01 23:17:24,85
1,140,2016-01-01 23:27:01,60
1,141,2016-01-01 23:32:13,53
1,142,2016-01-01 23:41:33,64
1,143,2016-01-01 23:51:54,72
2,0,2016-01-01 00:08:23,8
2,1,2016-01-01 00:13:25,6
2,2,2016-01-01 00:29:18,6
2,3,2016-01-01 00:33:00,8
2,4,2016-01-01 00:49:37,13
2,5,2016-01-01 00:58:29,9
2,6,2016-01-01 01:01:09,10
2,7,2016-01-01 01:18:32,13
2,8,2016-01-01 01:24:35,8
2,9,2016-01-01 01:34:48,4
2,10,2016-01-01 01:45:30,7
2,11,2016-01-01 01:50:59,19
2,12,2016-01-01 02:08:42,9
2,13,2016-01-01 02:12:56,12
2,14,2016-01-01 02:22:16,8
2,15,2016-01-01 02:35:08,10
2,16,2016-01-01 02:42:49,8
2,17,2016-01-02 02:54:52,11
2,18,2016-01-01 03:01:54,9
2,19,2016-01-04 03:16:05,2
2,20,2016-01-01 03:22:25,3
2,21,2016-01-01 03:37:21,6
2,22,2016-01-01 03:48:46,9
2,23,2016-01-03 03:52:55,3
2,24,2016-01-02 04:04:12,6
2,25,2016-01-01 04:18:45,4
2,26,2016-01-03 04:25:01,4
2,27,2016-01-01 04:30:29,10
2,28,2016-01-04 04:43:06,7
2,29,2016-01-01 04:58:18,2
2,30,2016-01-01 05:02:56,7
2,31,2016-01-02 05:13:33,4
2,32,2016-01-01 05:23:39,8
2,33,2016-01-01 05:34:19,12
2,34,2016-01-01 05:49:01,8
2,35,2016-01-01 05:51:20,6
2,36,2016-01-03 06:09:06,8
2,37,2016-01-03 06:10:54,3
2,38,2016-01-02 06:24:13,10
2,39,2016-01-01 06:35:46,13
2,40,2016-01-01 06:45:21,12
2,41,2016-01-01 06:51:04,7
2,42,2016-01-01 07:05:18,11
2,43,2016-01-01 07:18:07,7
2,44,2016-01-01 07:20:25,10
2,45,2016-01-01 07:33:51,9
2,46,2016-01-01 07:45:48,14
2,47,2016-01-01 07:57:01,13
2,48,2016-01-01 08:01:49,15
2,49,2016-01-01 08:18:32,14
2,50,2016-01-01 08:26:47,14
2,51,2016-01-01 08:35:51,8
2,52,2016-01-01 08:42:37,11
2,53,2016-01-01 08:51:24,10
2,54,2016-01-01 09:06:05,6
2,55,2016-01-01 09:12:25,11
2,56,2016-01-01 09:24:12,22
2,57,2016-01-01 09:31:07,5
2,58,2016-01-01 09:45:18,12
2,59,2016-01-01 09:58:36,7
2,60,2016-01-01 10:07:48,8
2,61,2016-01-01 10:10:47,4
2,62,2016-01-01 10:20:57,8
2,63,2016-01-01 10:37:21,2
2,64,2016-01-01 10:48:04,14
2,65,2016-01-01 10:56:15,2
2,66,2016-01-01 11:03:07,8
2,67,2016-01-01 11:12:43,7
2,68,2016-01-01 11:24:20,5
2,69,2016-01-01 11:37:26,9
2,70,2016-01-01 11:48:48,8
2,71,2016-01-01 11:58:52,12
2,72,2016-01-01 12:00:27,7
2,73,2016-01-01 12:17:38,9
2,74,2016-01-01 12:28:17,10
2,75,2016-01-01 12:31:20,5
2,76,2016-01-01 12:47:59,22
2,77,2016-01-01 12:59:18,7
2,78,2016-01-01 13:04:51,10
2,79,2016-01-01 13:15:41,14
2,80,2016-01-01 13:21:28,10
2,81,2016-01-01 13:31:46,11
2,82,2016-01-01 13:40:38,7
2,83,2016-01-01 13:54:30,7
2,84,2016-01-01 14:08:28,8
2,85,2016-01-01 14:12:43,13
2,86,2016-01-01 14:26:09,7
2,87,2016-01-01 14:38:49,16
2,88,2016-01-01 14:41:06,5
2,89,2016-01-01 14:56:29,10
2,90,2016-01-01 15:04:16,9
2,91,2016-01-01 15:11:37,16
2,92,2016-01-01 15:24:03,9
2,93,2016-01-01 15:35:31,19
2,94,2016-01-01 15:43:54,27
2,95,2016-01-01 15:56:36,26
2,96,2016-01-01 16:03:14,36
2,97,2016-01-01 16:12:33,37
2,98,2016-01-01 16:28:26,43
2,99,2016-01-01 16:39:10,19
2,100,2016-01-01 16:45:31,31
2,101,2016-01-01 16:51:02,24
2,102,2016-01-01 17:05:16,34
2,103,2016-01-01 17:19:04,23
2,104,2016-01-01 17:25:29,26
2,105,2016-01-01 17:33:12,10
2,106,2016-01-01 17:49:49,15
2,107,2016-01-01 17:53:57,19
2,108,2016-01-01 18:05:39,9
2,109,2016-01-01 18:11:12,14
2,110,2016-01-01 18:26:57,16
2,111,2016-01-01 18:31:07,26
2,112,2016-01-01 18:45:16,28
2,113,2016-01-01 18:55:44,28
2,114,2016-01-01 19:05:26,19
2,115,2016-01-01 19:12:41,9
2,116,2016-01-01 19:22:16,12
2,117,2016-01-01 19:32:40,16
2,118,2016-01-01 19:46:18,17
2,119,2016-01-01 19:51:44,19
2,120,2016-01-01 20:09:29,16
2,121,2016-01-01 20:14:45,9
2,122,2016-01-01 20:29:32,17
2,123,2016-01-01 20:31:00,16
2,124,2016-01-01 20:43:41,20
2,125,2016-01-01 20:54:34,23
2,126,2016-01-01 21:02:13,9
2,127,2016-01-01 21:19:24,20
2,128,2016-01-01 21:27:05,17
2,129,2016-01-01 21:35:40,15
2,130,2016-01-01 21:40:03,14
2,131,2016-01-01 21:53:20,15
2,132,2016-01-01 22:03:00,25
2,133,2016-01-01 22:15:18,23
2,134,2016-01-01 22:23:04,16
2,135,2016-01-01 22:33:38,8
2,136,2016-01-01 22:48:18,12
2,137,2016-01-01 22:50:47,7
2,138,2016-01-01 23:08:43,4
2,139,2016-01-01 23:12:11,14
2,140,2016-01-01 23:25:00,16
2,141,2016-01-01 23:32:36,9
2,142,2016-01-01 23:48:11,12
2,143,2016-01-01 23:50:06,3
3,0,2016-01-01 00:00:49,6
3,1,2016-01-02 00:13:14,6
3,2,2016-01-01 00:29:41,10
3,3,2016-01-01 00:31:53,13
3,4,2016-01-02 00:49:23,10
3,5,2016-01-01 00:52:45,16
3,6,2016-01-04 01:09:50,8
3,7,2016-01-02 01:15:03,6
3,8,2016-01-01 01:20:49,3
3,9,2016-01-01 01:33:17,2
3,10,2016-01-01 01:46:51,3
3,11,2016-01-01 01:52:29,1
3,12,2016-01-01 02:08:37,4
3,13,2016-01-01 02:16:29,1
3,14,2016-01-03 02:22:40,0
3,15,2016-01-12 02:30:30,0
3,16,2016-01-06 02:41:43,0
3,17,2016-01-04 02:51:24,1
3,18,2016-01-01 03:07:04,2
3,19,2016-01-04 03:11:33,6
3,20,2016-01-07 03:26:09,3
3,21,2016-01-08 03:30:03,1
3,22,2016-01-03 03:49:24,2
3,23,2016-01-21 03:59:11,0
3,24,2016-01-03 04:08:12,2
3,25,2016-01-03 04:13:17,3
3,26,2016-01-11 04:27:00,5
3,27,2016-01-11 04:35:11,3
3,28,2016-01-07 04:48:54,3
3,29,2016-01-11 04:51:39,3
3,30,2016-01-13 05:02:52,0
3,31,2016-01-02 05:11:45,1
3,33,2016-01-01 05:39:40,2
3,34,2016-01-08 05:40:47,1
3,35,2016-01-13 05:50:08,3
3,36,2016-01-01 06:08:04,1
3,37,2016-01-01 06:10:59,4
3,38,2016-01-02 06:22:29,10
3,39,2016-01-02 06:38:38,12
3,40,2016-01-01 06:41:13,3
3,41,2016-01-01 06:50:57,4
3,42,2016-01-02 07:03:25,7
3,43,2016-01-01 07:12:39,10
3,44,2016-01-01 07:27:31,14
3,45,2016-01-01 07:39:47,21
3,46,2016-01-01 07:41:41,13
3,47,2016-01-01 07:54:23,27
3,48,2016-01-01 08:05:11,31
3,49,2016-01-01 08:15:33,35
3,50,2016-01-01 08:24:09,41
3,51,2016-01-01 08:30:18,34
3,52,2016-01-01 08:43:37,24
3,53,2016-01-01 08:59:51,27
3,54,2016-01-01 09:01:32,10
3,55,2016-01-01 09:13:37,23
3,56,2016-01-01 09:24:39,26
3,57,2016-01-01 09:32:35,14
3,58,2016-01-01 09:43:01,21
3,59,2016-01-01 09:54:54,24
3,60,2016-01-01 10:06:21,24
3,61,2016-01-01 10:16:06,16
3,62,2016-01-01 10:28:33,29
3,63,2016-01-01 10:36:59,34
3,64,2016-01-01 10:44:38,21
3,65,2016-01-01 10:51:52,27
3,66,2016-01-01 11:05:58,17
3,67,2016-01-01 11:18:20,49
3,68,2016-01-01 11:20:55,38
3,69,2016-01-01 11:35:49,14
3,70,2016-01-01 11:42:28,43
3,71,2016-01-01 11:53:14,23
3,72,2016-01-01 12:08:09,18
3,73,2016-01-01 12:14:32,30
3,74,2016-01-01 12:29:27,17
3,75,2016-01-01 12:35:10,19
3,76,2016-01-01 12:40:16,39
3,77,2016-01-01 12:55:01,16
3,78,2016-01-01 13:06:24,21
3,79,2016-01-01 13:17:54,22
3,80,2016-01-01 13:27:10,24
3,81,2016-01-01 13:32:18,29
3,82,2016-01-01 13:44:21,22
3,83,2016-01-01 13:50:34,34
3,84,2016-01-01 14:01:44,39
3,85,2016-01-01 14:10:24,26
3,86,2016-01-01 14:22:13,7
3,87,2016-01-01 14:31:06,23
3,88,2016-01-01 14:43:19,11
3,89,2016-01-01 14:59:05,21
3,90,2016-01-01 15:05:17,13
3,91,2016-01-01 15:10:40,15
3,92,2016-01-01 15:23:36,10
3,93,2016-01-01 15:33:16,10
3,94,2016-01-01 15:45:54,10
3,95,2016-01-01 15:53:46,17
3,96,2016-01-01 16:02:34,5
3,97,2016-01-01 16:19:22,6
3,98,2016-01-01 16:25:39,5
3,99,2016-01-01 16:37:01,6
3,100,2016-01-01 16:42:23,12
3,101,2016-01-01 16:52:06,16
3,102,2016-01-01 17:07:33,14
3,103,2016-01-01 17:11:31,26
3,104,2016-01-01 17:21:03,29
3,105,2016-01-01 17:39:36,17
3,106,2016-01-01 17:48:49,1
3,107,2016-01-01 17:51:56,11
3,108,2016-01-01 18:07:54,15
3,109,2016-01-01 18:13:44,10
3,110,2016-01-01 18:24:35,14
3,111,2016-01-01 18:33:43,6
3,112,2016-01-01 18:49:25,6
3,113,2016-01-01 18:53:57,4
3,114,2016-01-01 19:03:07,13
3,115,2016-01-01 19:16:40,14
3,116,2016-01-01 19:20:19,14
3,117,2016-01-01 19:32:44,13
3,118,2016-01-01 19:41:55,14
3,119,2016-01-01 19:51:50,8
3,120,2016-01-01 20:09:38,9
3,121,2016-01-01 20:13:09,7
3,122,2016-01-01 20:26:40,12
3,123,2016-01-01 20:38:57,16
3,124,2016-01-01 20:43:42,15
3,125,2016-01-01 20:56:27,15
3,126,2016-01-01 21:04:21,5
3,127,2016-01-01 21:10:57,20
3,128,2016-01-02 21:25:12,17
3,129,2016-01-01 21:39:09,7
3,130,2016-01-01 21:43:17,13
3,131,2016-01-01 21:55:34,7
3,132,2016-01-01 22:04:23,4
3,133,2016-01-01 22:13:49,16
3,134,2016-01-01 22:22:24,10
3,135,2016-01-03 22:39:37,9
3,136,2016-01-01 22:47:14,11
3,137,2016-01-01 22:50:53,9
3,138,2016-01-01 23:09:43,11
3,139,2016-01-01 23:11:00,11
3,140,2016-01-01 23:20:26,18
3,141,2016-01-01 23:36:48,7
3,142,2016-01-01 23:43:42,13
3,143,2016-01-01 23:50:19,2
4,0,2016-01-01 00:08:22,33
4,1,2016-01-01 00:13:16,30
4,2,2016-01-01 00:26:59,29
4,3,2016-01-01 00:39:19,27
4,4,2016-01-01 00:46:08,24
4,5,2016-01-01 00:56:53,34
4,6,2016-01-01 01:02:51,36
4,7,2016-01-01 01:17:15,25
4,8,2016-01-01 01:26:43,25
4,9,2016-01-01 01:35:02,16
4,10,2016-01-01 01:48:19,11
4,11,2016-01-01 01:50:47,23
4,12,2016-01-01 02:09:23,32
4,13,2016-01-01 02:19:03,42
4,14,2016-01-01 02:26:50,17
4,15,2016-01-01 02:33:55,23
4,16,2016-01-01 02:41:51,17
4,17,2016-01-01 02:53:09,21
4,18,2016-01-01 03:09:48,19
4,19,2016-01-01 03:19:07,14
4,20,2016-01-01 03:23:09,6
4,21,2016-01-01 03:34:08,27
4,22,2016-01-01 03:43:56,13
4,23,2016-01-01 03:56:50,10
4,24,2016-01-01 04:08:40,7
4,25,2016-01-01 04:18:30,15
4,26,2016-01-01 04:21:10,18
4,27,2016-01-01 04:31:37,18
4,28,2016-01-01 04:40:07,24
4,29,2016-01-01 04:50:41,7
4,30,2016-01-01 05:02:44,5
4,31,2016-01-01 05:11:11,18
4,32,2016-01-01 05:28:20,29
4,33,2016-01-01 05:30:02,47
4,34,2016-01-01 05:43:30,54
4,35,2016-01-01 05:55:33,76
4,36,2016-01-01 06:02:47,85
4,37,2016-01-01 06:13:38,85
4,38,2016-01-01 06:22:04,82
4,39,2016-01-01 06:32:56,54
4,40,2016-01-01 06:42:20,42
4,41,2016-01-01 06:52:00,31
4,42,2016-01-01 07:08:39,34
4,43,2016-01-01 07:17:31,70
4,44,2016-01-01 07:21:06,102
4,45,2016-01-01 07:36:47,128
4,46,2016-01-01 07:42:58,191
4,47,2016-01-01 07:52:03,314
4,48,2016-01-01 08:02:24,655
4,49,2016-01-01 08:19:14,1030
4,50,2016-01-01 08:29:09,1231
4,51,2016-01-01 08:33:29,1428
4,52,2016-01-01 08:46:12,1414
4,53,2016-01-01 08:53:17,1031
4,54,2016-01-01 09:05:39,817
4,55,2016-01-01 09:12:47,877
4,56,2016-01-01 09:26:45,794
4,57,2016-01-01 09:38:17,944
4,58,2016-01-01 09:40:28,710
4,59,2016-01-01 09:51:11,474
4,60,2016-01-01 10:07:22,261
4,61,2016-01-01 10:17:38,209
4,62,2016-01-01 10:22:48,166
4,63,2016-01-01 10:33:49,146
4,64,2016-01-01 10:45:52,132
4,65,2016-01-01 10:57:24,100
4,66,2016-01-01 11:02:54,115
4,67,2016-01-01 11:14:00,105
4,68,2016-01-01 11:25:12,156
4,69,2016-01-01 11:32:38,175
4,70,2016-01-01 11:47:43,142
4,71,2016-01-01 11:58:29,147
4,72,2016-01-01 12:04:26,148
4,73,2016-01-01 12:19:19,182
4,74,2016-01-01 12:25:00,154
4,75,2016-01-01 12:38:03,146
4,76,2016-01-01 12:40:36,141
4,77,2016-01-01 12:53:27,169
4,78,2016-01-01 13:05:03,236
4,79,2016-01-01 13:16:19,266
4,80,2016-01-01 13:22:58,332
4,81,2016-01-01 13:39:28,305
4,82,2016-01-01 13:48:03,327
4,83,2016-01-01 13:55:59,291
4,84,2016-01-01 14:08:28,230
4,85,2016-01-01 14:11:55,207
4,86,2016-01-01 14:28:29,143
4,87,2016-01-01 14:38:15,215
4,88,2016-01-01 14:43:30,184
4,89,2016-01-01 14:55:43,142
4,90,2016-01-01 15:04:59,113
4,91,2016-01-01 15:15:23,217
4,92,2016-01-01 15:22:15,267
4,93,2016-01-01 15:37:26,74
4,94,2016-01-01 15:40:59,111
4,95,2016-01-01 15:57:42,119
4,96,2016-01-01 16:05:02,37
4,97,2016-01-01 16:15:52,46
4,98,2016-01-01 16:23:02,42
4,99,2016-01-01 16:30:40,62
4,100,2016-01-01 16:46:50,69
4,101,2016-01-01 16:53:21,45
4,102,2016-01-01 17:05:37,52
4,103,2016-01-01 17:16:32,67
4,104,2016-01-01 17:23:41,78
4,105,2016-01-01 17:35:51,54
4,106,2016-01-01 17:47:09,80
4,107,2016-01-01 17:50:35,69
4,108,2016-01-01 18:02:25,113
4,109,2016-01-01 18:12:59,113
4,110,2016-01-01 18:27:02,84
4,111,2016-01-01 18:31:05,84
4,112,2016-01-01 18:47:42,69
4,113,2016-01-01 18:52:41,70
4,114,2016-01-01 19:08:50,99
4,115,2016-01-01 19:15:15,125
4,116,2016-01-01 19:27:52,132
4,117,2016-01-01 19:33:15,143
4,118,2016-01-01 19:46:55,152
4,119,2016-01-01 19:52:46,132
4,120,2016-01-01 20:01:40,64
4,121,2016-01-01 20:16:37,84
4,122,2016-01-01 20:29:18,62
4,123,2016-01-01 20:39:19,64
4,124,2016-01-01 20:42:20,67
4,125,2016-01-01 20:59:48,77
4,126,2016-01-01 21:06:36,74
4,127,2016-01-01 21:11:52,72
4,128,2016-01-01 21:20:09,111
4,129,2016-01-01 21:34:28,123
4,130,2016-01-01 21:44:36,111
4,131,2016-01-01 21:56:12,118
4,132,2016-01-01 22:02:40,120
4,133,2016-01-01 22:11:37,101
4,134,2016-01-01 22:20:36,55
4,135,2016-01-01 22:36:17,42
4,136,2016-01-01 22:41:17,38
4,137,2016-01-01 22:51:32,26
4,138,2016-01-01 23:09:16,27
4,139,2016-01-01 23:11:59,24
4,140,2016-01-01 23:20:43,29
4,141,2016-01-01 23:35:22,23
4,142,2016-01-01 23:47:56,25
4,143,2016-01-01 23:53:50,42
5,0,2016-01-04 00:04:21,5
5,1,2016-01-02 00:13:19,8
5,2,2016-01-01 00:25:32,3
5,3,2016-01-01 00:35:08,2
5,4,2016-01-01 00:41:02,0
5,5,2016-01-02 00:57:33,8
5,6,2016-01-01 01:09:27,0
5,7,2016-01-07 01:12:55,1
5,8,2016-01-03 01:22:13,0
5,9,2016-01-06 01:32:58,4
5,10,2016-01-02 01:47:18,4
5,11,2016-01-04 01:50:53,2
5,12,2016-01-07 02:01:29,4
5,13,2016-01-03 02:11:51,3
5,14,2016-01-01 02:20:05,3
5,15,2016-01-01 02:30:31,1
5,17,2016-01-17 02:58:16,1
5,18,2016-01-07 03:06:56,7
5,19,2016-01-01 03:19:28,3
5,20,2016-01-01 03:25:09,6
5,21,2016-01-05 03:30:31,2
5,22,2016-01-14 03:46:32,1
5,23,2016-01-02 03:52:52,1
5,26,2016-01-13 04:28:40,2
5,27,2016-01-13 04:33:14,5
5,28,2016-01-13 04:43:30,2
5,29,2016-01-03 04:58:28,0
5,30,2016-01-16 05:01:48,0
5,31,2016-01-04 05:18:14,2
5,32,2016-01-04 05:23:19,2
5,34,2016-01-01 05:43:26,2
5,36,2016-01-20 06:09:08,1
5,37,2016-01-01 06:17:18,6
5,38,2016-01-04 06:24:16,4
5,39,2016-01-03 06:36:22,4
5,40,2016-01-01 06:40:14,3
5,41,2016-01-01 06:58:34,5
5,42,2016-01-02 07:06:18,4
5,43,2016-01-01 07:12:59,4
5,44,2016-01-02 07:24:24,7
5,45,2016-01-01 07:39:27,6
5,46,2016-01-03 07:43:27,13
5,47,2016-01-01 07:53:59,20
5,48,2016-01-01 08:03:44,31
5,49,2016-01-01 08:18:38,23
5,50,2016-01-01 08:28:52,24
5,51,2016-01-01 08:32:27,27
5,52,2016-01-01 08:48:11,39
5,53,2016-01-01 08:59:28,21
5,54,2016-01-01 09:05:54,19
5,55,2016-01-01 09:16:14,32
5,56,2016-01-01 09:20:28,51
5,57,2016-01-01 09:36:56,43
5,58,2016-01-01 09:47:24,64
5,59,2016-01-01 09:53:47,30
5,60,2016-01-01 10:01:15,20
5,61,2016-01-01 10:10:07,29
5,62,2016-01-01 10:28:13,39
5,63,2016-01-01 10:30:35,46
5,64,2016-01-01 10:47:18,18
5,65,2016-01-01 10:55:32,31
5,66,2016-01-01 11:03:49,39
5,67,2016-01-01 11:16:22,28
5,68,2016-01-01 11:27:46,30
5,69,2016-01-01 11:30:20,27
5,70,2016-01-01 11:46:09,32
5,71,2016-01-01 11:54:42,47
5,72,2016-01-01 12:03:04,64
5,73,2016-01-01 12:18:47,68
5,74,2016-01-01 12:25:26,60
5,75,2016-01-01 12:31:49,66
5,76,2016-01-01 12:43:27,45
5,77,2016-01-01 12:53:09,48
5,78,2016-01-01 13:01:51,55
5,79,2016-01-01 13:19:22,37
5,80,2016-01-01 13:23:00,30
5,81,2016-01-01 13:34:51,36
5,82,2016-01-01 13:42:22,36
5,83,2016-01-01 13:50:02,19
5,84,2016-01-01 14:00:49,30
5,85,2016-01-01 14:14:57,40
5,86,2016-01-01 14:20:07,27
5,87,2016-01-01 14:31:16,21
5,88,2016-01-01 14:42:32,12
5,89,2016-01-01 14:56:04,31
5,90,2016-01-01 15:03:02,19
5,91,2016-01-01 15:11:01,24
5,92,2016-01-01 15:23:57,16
5,93,2016-01-01 15:32:11,5
5,94,2016-01-01 15:44:00,9
5,95,2016-01-01 15:55:55,8
5,96,2016-01-01 16:09:39,12
5,97,2016-01-01 16:12:59,4
5,98,2016-01-01 16:20:01,6
5,99,2016-01-01 16:32:38,8
5,100,2016-01-01 16:41:38,8
5,101,2016-01-01 16:58:38,6
5,102,2016-01-01 17:07:24,13
5,103,2016-01-01 17:19:59,11
5,104,2016-01-01 17:20:19,7
5,105,2016-01-01 17:31:32,11
5,106,2016-01-01 17:49:39,10
5,107,2016-01-01 17:51:03,7
5,108,2016-01-01 18:05:45,11
5,109,2016-01-01 18:14:39,7
5,110,2016-01-01 18:23:50,9
5,111,2016-01-01 18:36:13,11
5,112,2016-01-01 18:42:10,12
5,113,2016-01-01 18:50:53,5
5,114,2016-01-01 19:06:07,21
5,115,2016-01-01 19:19:24,9
5,116,2016-01-01 19:20:08,4
5,117,2016-01-01 19:37:47,12
5,118,2016-01-01 19:43:27,8
5,119,2016-01-01 19:50:50,9
5,120,2016-01-01 20:05:44,13
5,121,2016-01-01 20:11:49,7
5,122,2016-01-01 20:24:54,6
5,123,2016-01-01 20:35:10,6
5,124,2016-01-01 20:44:33,5
5,125,2016-01-01 20:51:25,5
5,126,2016-01-01 21:03:30,16
5,127,2016-01-01 21:17:25,10
5,128,2016-01-01 21:27:12,10
5,129,2016-01-01 21:39:38,4
5,130,2016-01-01 21:44:27,4
5,131,2016-01-01 21:57:05,5
5,132,2016-01-01 22:00:52,5
5,133,2016-01-01 22:11:15,4
5,134,2016-01-02 22:24:34,7
5,135,2016-01-01 22:36:32,5
5,136,2016-01-01 22:47:47,1
5,137,2016-01-02 22:55:37,4
5,138,2016-01-01 23:03:07,1
5,139,2016-01-01 23:17:23,2
5,140,2016-01-02 23:21:56,4
5,141,2016-01-01 23:36:26,5
5,142,2016-01-01 23:47:03,3
5,143,2016-01-01 23:54:58,6
6,0,2016-01-01 00:08:00,12
6,1,2016-01-01 00:18:00,7
6,2,2016-01-01 00:22:06,9
6,3,2016-01-01 00:33:57,4
6,4,2016-01-01 00:45:36,6
6,5,2016-01-01 00:57:11,10
6,6,2016-01-01 01:05:16,5
6,7,2016-01-01 01:14:37,3
6,8,2016-01-01 01:21:42,2
6,9,2016-01-01 01:33:25,3
6,10,2016-01-01 01:49:08,12
6,11,2016-01-01 01:51:19,13
6,12,2016-01-01 02:00:20,6
6,13,2016-01-01 02:12:46,10
6,14,2016-01-02 02:28:04,3
6,15,2016-01-01 02:31:58,7
6,16,2016-01-01 02:41:45,10
6,17,2016-01-01 02:59:53,9
6,18,2016-01-01 03:01:32,6
6,19,2016-01-01 03:18:34,9
